EGFR,FGF2,FOXO4,IL6,CDKN2A,SLC25A37,MYC,STEAP1,CP
2.4007058,1.4280233,1.6589487,0.2692573,1.1344633,0.34621677,0.6444217,-0.5710311,-0.19253764
-2.3470447,-1.7250175,0.091120124,-0.2657434,-1.5872318,-0.59006,0.52073956,-0.97644323,0.35203075
2.561983,0.022295468,0.8390146,0.98630756,0.8316257,-1.0224978,1.1040431,0.07461199,-0.31120086
2.5928936,0.23844141,1.3144624,0.9591602,0.99415594,0.82792294,1.0095417,-0.21570879,-0.058028392
2.6025271,0.24512774,1.4838622,-0.73147917,1.0660195,0.9017387,1.0093187,-0.4171387,-0.05373899
2.696943,1.9327598,1.6369247,0.21924321,-0.9007872,0.8035754,-0.17251079,-0.32436383,-0.21051148
2.078288,1.3032039,1.4012989,0.32895344,0.7177471,0.630593,0.76524866,0.8817826,-0.09163917
2.1098711,1.5620712,1.6304598,-0.76971674,1.4959103,-0.79751045,-0.09528559,-0.19228457,0.16473624
1.997901,1.2905749,1.3604616,0.3236087,1.1465764,0.5481,0.6506418,0.82813007,-0.0730199
2.062727,1.3032039,1.3439159,0.32895344,0.98755056,0.56202334,0.6868179,0.8645528,-0.06676986
1.8199495,1.2938626,1.4758598,0.40799245,0.34602582,-0.89054453,0.8242171,0.86754614,0.17212746
-5.175162,-1.6505543,-2.6017318,-0.78170073,-1.1460294,0.32193556,-0.6184729,-0.64221334,0.19408762
2.1127477,1.3346754,0.82168186,0.32638597,1.0948591,0.6078448,0.8296119,0.9510172,-0.06676986
2.7673678,-0.17435917,1.7700231,0.1980245,-0.91927534,0.7441098,1.0327493,-0.40969908,-0.2519161
-2.0891938,2.6733148,-0.09105901,-0.023748636,2.6529918,-0.6086043,-0.81658417,-0.6299684,0.12533839
2.4269273,0.17426682,1.3205938,-0.84481186,1.7475727,0.7422087,-0.025315888,-0.44896013,-0.19965494
2.4613676,0.39067367,2.000567,-0.8777842,1.672569,0.6733132,-0.19152807,-0.48028207,-0.05373899
2.0426004,1.2541419,1.3491849,0.35112366,1.2107282,0.36488822,0.6728929,0.8722035,-0.09270007
1.8246053,0.39949843,1.8498849,0.7598648,1.3210719,0.64664704,0.46865347,1.0246332,0.17784412
2.8536751,1.9264034,-1.7063787,0.4122635,1.571535,0.09517799,-0.23462014,-0.4468273,0.08547378
-0.19297361,0.3092064,0.839449,0.34848696,2.443609,0.47940028,-0.18908058,-0.491176,0.17395173
2.4397955,0.24004558,-2.185527,0.4916964,1.4103299,0.62997884,0.5304158,-0.23163052,0.07342342
2.1662726,1.5426724,1.0045453,-0.7254276,1.1735429,0.53991365,0.46648845,-0.24566711,-0.19171503
2.0175436,1.3407323,1.7021453,0.078577876,1.1144382,0.56262773,0.63905025,-0.3311876,0.16308026
2.048719,1.2969147,1.4022088,0.33178723,0.5182951,0.4283914,0.8150557,0.9062763,-0.074708074
-4.830055,-0.4901844,-2.6608481,0.4396351,-1.0898163,-0.4159599,-1.0507922,-0.07460749,-0.4212816
3.0265152,-1.1640108,0.75428474,-0.93262607,1.7706935,0.17732078,0.38378647,-0.24705295,0.16473624
2.3420665,1.5010277,-2.003385,0.47417548,1.2570654,0.28021666,0.8281685,1.0673712,0.0687924
2.1473277,1.326008,1.3867831,0.9160886,0.6912446,0.7141311,0.37134507,0.94044846,-0.06676986
2.0188398,1.4564344,1.6335235,0.8494944,1.7138374,-0.7209354,-0.13837905,-0.23885967,-0.080222934
2.2386549,1.3858374,0.84440106,0.32297063,0.83763146,0.81801707,-0.010162286,0.9959715,-0.18970609
2.6781902,1.433819,1.0757172,0.58621716,0.85184014,0.418055,0.76402414,-0.36964387,0.16048865
2.0422242,1.7242169,1.4783611,0.28137016,-0.83700305,0.48086008,0.98266685,-0.48395324,-0.28336722
3.0905306,0.047577642,0.2653414,-0.88705,1.8244573,-0.8639635,-0.33385384,-0.17701398,-0.18752396
2.3003879,0.16851419,2.0767503,0.5665378,1.3736773,0.65626526,0.7150818,-0.505485,-0.066944994
2.4646058,1.4670246,1.4806914,0.27189395,1.2735777,0.63053006,-0.31954116,-0.55265194,-0.050088488
2.0084457,1.2905749,1.3273352,0.3236087,1.1459606,0.5481,0.6506418,0.8450777,-0.06676986
2.0127845,1.2969147,1.4844526,0.33178723,0.5063129,0.67394143,0.7622694,0.8644405,0.16438107
2.534857,1.6531689,0.43448046,0.2320572,1.2616531,0.6472774,-0.84567446,-0.3752221,-0.050088488
2.1599472,1.5335176,1.5764403,0.22407578,1.4097908,0.5468915,0.36495873,-0.33100086,-0.065356426
2.303102,1.5418429,1.5601115,0.22942053,1.0530237,0.5611825,0.62448454,-0.33741713,-0.050088488
2.2535038,1.4354188,1.7630043,0.23225431,0.49620306,0.68110013,0.7519239,-0.26651728,0.16308026
2.5064127,1.7549322,2.0091856,0.29896003,-0.44562808,0.689082,-0.27085835,-0.5771659,0.328265
2.1187568,1.4578716,1.3018498,0.34185848,-0.52082914,0.7172387,0.82643056,0.8884745,-0.21390435
-5.3441396,-1.542461,-2.6812572,0.41478541,0.43757486,0.22811665,1.1185079,-0.92080754,-0.2019662
2.3468335,1.5465274,1.7848134,0.26099652,0.67930907,0.6947964,0.75258946,-0.28273195,-0.065356426
-2.2657495,1.8905627,2.1200888,-0.76761496,1.6957753,0.4390115,0.59516454,1.0633457,-0.12271895
1.997901,1.2905749,1.3604616,0.3236087,1.1465764,0.5481,0.6506418,0.82813007,-0.0730199
1.3107055,1.2717642,1.6859524,1.0213232,1.6986283,-0.77634203,-0.31634337,0.7617522,0.1794005
2.295202,1.4557681,1.6523654,0.56561434,1.4627694,0.16104224,0.6291599,-0.3223709,-0.050088488
2.7888098,0.20271996,1.4758368,0.35712957,2.0059252,0.52623874,-0.18050255,-0.41010326,-0.2619956
2.3196383,1.3750504,0.33884886,-0.800931,1.2149163,0.6108771,0.8583623,0.9327706,0.0066813976
-3.270533,2.806791,1.1364574,0.26583803,-1.1485063,-0.15126464,0.93681896,-0.6276942,-0.18807447
2.8880117,0.46212885,0.23090397,0.17163895,1.3940831,0.38458884,0.81406534,-0.4197607,-0.28649998
2.006417,1.3122979,0.8367113,0.32574987,1.4028275,0.39148775,0.82886887,0.92655164,-0.06676986
2.100554,1.3755727,1.7141445,0.26674634,1.0948322,0.5296539,0.61235404,-0.5517674,0.16308026
0.21166527,1.7375424,1.1875412,0.97467005,2.5101194,-0.6040999,-0.2362024,-0.48569673,0.17550811
3.020807,0.038492076,-2.3728006,0.529454,-0.71695447,0.4158636,1.2956202,1.1768119,-0.07511044
-4.667404,-1.1814328,-3.3287983,-0.18336235,0.29399496,-0.4282279,-0.46006835,-0.96176094,0.07851451
-4.844529,-1.5845379,-2.37153,-0.84608775,-1.3823982,-0.6369149,-0.4494872,-0.8933496,-0.35082856
2.3214662,1.5828164,0.8126539,0.23397891,1.3608968,0.6297743,-0.55569655,-0.31176168,-0.050088488
-1.940852,1.9131988,2.370506,0.31626195,0.58692956,-0.026333507,0.9510397,1.2087682,0.191115
2.50481,1.6398556,1.5661836,0.2991686,-0.5787453,0.6621197,0.79191494,-0.5172857,-0.23677701
2.265627,1.448622,1.0226772,0.29443824,1.0085142,0.615203,0.7979386,-0.36925954,0.16048865
2.6082718,0.088995434,1.022635,0.39098343,1.531072,-0.9051432,0.8644453,0.0890703,-0.11833804
2.21353,1.3391397,1.6671422,0.25442448,1.1646137,0.36250323,0.6247206,-0.2670045,0.16048865
2.572452,1.4863849,0.16340628,0.22905074,1.2207242,0.579396,0.7353226,-0.6510625,-0.2630261
-5.393502,-1.5782486,-2.5705087,0.21910737,-1.1409621,-0.23642981,1.4115198,-0.83558995,-0.3605662
2.1549199,0.1038113,1.608463,0.3534387,1.3967304,0.5471479,0.7034149,1.0300562,-0.074709766
2.1623547,1.4176137,1.5520706,0.28946328,1.1764028,0.55944127,0.63556015,-0.43658066,-0.18994603
2.065015,1.3011647,0.8320842,0.35326484,1.1991564,0.60171515,0.78639174,0.94003147,-0.06676986
2.0057487,1.6103625,-1.8089454,0.46788475,-0.6862985,0.7265612,1.1846982,1.114534,-0.09341452
2.3159542,1.3855718,0.555092,0.32638597,0.7319912,0.43492028,1.0080837,1.0984032,-0.06676986
1.9708463,1.3699726,0.49930653,0.9855944,1.6269304,-0.76295394,0.56777453,1.0007659,-0.08163637
2.86756,-1.4635965,1.7336488,-1.029912,1.2802418,0.5175271,0.68341506,-0.53327173,-0.04579907
-4.1385846,-0.39817443,1.720571,0.16877146,-1.875553,0.4204797,-0.502394,-0.6581925,-0.2566626
2.0563061,1.3288888,0.83095515,0.32574987,1.193836,0.59735507,0.8144102,0.9313225,-0.06676986
2.027542,1.3098166,1.4482331,0.31697822,1.3094774,0.5540089,0.6386157,-0.3159526,-0.065356426
2.7638538,0.09344709,1.1510212,0.13482572,1.2703731,0.50934696,0.7883744,-0.59988314,-0.058028392
1.9483962,1.2739841,1.3464957,0.3236087,1.2590668,0.5403016,0.6442671,0.8098747,-0.0730199
3.0906997,1.9050512,0.5364013,0.2322825,-0.8180216,0.45390224,0.33103958,-0.44584703,0.3167029
2.27017,1.3417002,0.6939969,0.9255395,0.5642605,0.6376436,0.9396149,1.1094437,0.16332017
2.2698572,1.5019293,1.7159436,0.8292372,1.053603,0.55446595,0.62448454,-0.33264655,-0.29949915
1.9589407,1.2739841,1.3133693,0.3236087,1.2584509,0.5403016,0.6442671,0.82682234,-0.06676986
2.3094018,1.3855718,0.6342378,0.32638597,1.0805446,0.42271015,0.8760954,1.0619178,-0.18970609
2.179442,1.4962926,1.6978681,0.78938484,1.3624487,0.35156068,0.6320603,-0.32901812,-0.18994603
2.1460867,1.4203088,1.4939728,0.85477245,1.4526582,0.5753855,0.34635767,-0.4731617,-0.050088488
1.9548087,1.2739841,1.392931,0.3236087,1.2584481,0.5403016,0.6442671,0.81628746,-0.18864521
2.1732829,1.2453338,1.2774485,0.67878324,1.1697755,0.6087853,0.66733766,0.8579398,-0.06676986
2.0459807,1.2599286,1.3971233,0.3564684,1.1188654,0.38656846,0.67504346,0.85810524,-0.0730199
2.5654902,1.4724214,0.91171837,-0.84564537,1.4620788,0.41598603,-0.2970369,-0.11364913,-0.04579907
1.5261811,0.20015779,0.93838364,0.25249183,2.2103746,-0.8937728,-0.91591054,1.0019685,0.18452963
3.0430453,2.0743537,-1.5423137,0.4095391,-0.78312147,0.08562474,1.0873258,-0.7205635,-0.049320504
2.0043569,1.2534133,0.8157468,0.6859091,1.6330084,0.6218576,-0.6841803,0.7867957,-0.06676986
2.1267064,1.2982424,0.86536443,0.35390094,1.0937701,0.6122049,0.8296119,0.9649759,-0.18970609
2.7762935,-0.28605238,-0.74582624,0.4018633,1.5417762,0.42663282,0.5881338,1.0768714,0.091412276
-4.834176,-1.5447192,-2.9331164,-0.92886674,0.2607944,-0.41932765,-0.2974537,-0.6623464,0.07057048
2.6516263,1.480022,0.8853165,0.22685306,0.70355195,0.42579517,0.9006829,-0.37486762,-0.09553159
2.0633006,1.3032039,1.383455,0.32895344,0.7352098,0.66628295,0.7622694,0.8644405,-0.09163917
2.046793,1.2963616,1.3880441,0.32895344,1.0650274,0.4995987,0.6631113,0.85810524,-0.0730199
2.1035259,1.3830107,0.8379375,0.3241545,1.194818,0.59353226,0.8184694,0.82337576,-0.06676986
2.7401445,1.7041409,0.115603514,0.26727292,-0.57839924,0.7814864,0.9773916,-0.4157077,-0.10213093
2.2049403,1.4119356,1.6162014,0.8576062,0.9613111,0.5527247,0.6251663,-0.4758774,0.16048865
-3.0020657,2.6888173,2.4699886,-0.6214921,-1.0491018,0.77146655,0.90676427,-0.44969714,0.33479285
3.1691048,0.34231612,0.75745094,0.88407886,-0.8197666,0.46080834,1.2345996,-0.5537044,0.34898227
2.4142048,1.5342467,1.6721852,0.26568493,0.91742384,0.36768037,0.5373963,-0.34975266,0.16048865
2.5174417,1.8636618,1.8729568,0.22859363,-0.8387293,0.72435623,-0.32708335,-0.25123614,-0.22577941
1.597758,1.2790169,1.5472577,0.36964697,1.4995848,0.11572436,0.449474,0.8355264,0.17165412
-3.8800225,-2.3704789,3.1579568,-0.95728886,-1.1332842,-0.5000594,-0.6556596,-0.5835189,0.33256936
2.4400089,1.5270734,0.98317266,0.029940914,1.1092464,0.6920873,0.71859396,-0.33144736,-0.050088488
2.1916964,1.4658538,1.9382155,0.57421935,0.30708587,-1.0751151,-0.3183112,-0.23130183,0.17082664
2.1881444,1.3893116,1.8009198,0.5834399,1.0827624,0.5748329,0.61235404,-0.28843403,0.16308026
2.6725647,1.6841025,0.7958413,0.26908618,-0.6578456,0.7771264,1.0233096,-0.6712233,-0.22150904
2.3463056,1.5431818,0.4963427,0.901103,-0.5280311,0.7754198,1.0411304,1.083139,-0.2398346
2.0540318,1.3032039,1.3770424,0.32895344,0.7199498,0.68501806,0.7622694,0.85802776,-0.0730199
2.2345827,1.5250083,1.3080032,0.3310128,-0.6978325,0.7172387,0.84636986,0.88055664,-0.22719288
2.2909338,0.080641426,1.1370064,0.17150593,-1.0400866,0.689742,0.48273042,0.9557865,-0.25580746
2.4450312,1.480022,0.8909502,0.2666898,0.73609966,0.7449057,0.84965646,-0.6571936,-0.050088488
2.2087042,1.668738,-2.4147112,-0.115875766,1.2754724,-0.7316739,0.7654803,-0.27518713,0.066019855
2.286157,1.4354188,1.6760647,0.29480803,0.6923651,0.40089345,0.8142266,-0.48836,-0.28824538
2.7974226,0.41544822,1.9965158,0.784557,-0.85571223,0.8507856,-0.3092934,-0.40835106,-0.21171343
2.1756873,1.3348415,0.88602275,0.3516694,1.4671768,0.41864845,0.8093238,0.062260546,-0.050088488
2.3118644,1.3952628,0.6880259,0.89103186,0.80940586,0.6247924,0.747229,1.0722553,0.16332017
2.0084457,1.2905749,1.3273352,0.3236087,1.1459606,0.5481,0.6506418,0.8450777,-0.06676986
2.2246962,1.3858374,0.80527663,0.32297063,0.83872044,0.81801707,-0.010162286,0.9820128,-0.06676986
2.1267064,1.3346754,0.86080635,0.32638597,1.0937701,0.6078448,0.8296119,0.9649759,-0.18970609
2.1384585,1.3352283,0.9251484,0.32921976,0.5313102,0.6520186,0.9396149,1.0220443,0.16332017
2.1820378,1.3818619,1.5406642,0.26391256,1.3078498,0.54073054,0.61235404,-0.5559593,-0.050088488
-5.363141,-1.7079355,-2.576043,0.105384484,-1.2194921,-0.11720689,-0.34623432,-0.8048995,0.2254911
2.3198488,1.563615,1.6014645,0.32333052,-0.18466946,0.65881675,-0.25074136,0.7910027,-0.24453825
2.3799093,1.579373,1.6619096,0.34941933,-0.7422863,0.7432928,-0.39648807,0.8802025,-0.22670496
2.0766857,1.3032039,1.3830403,0.32895344,0.98646164,0.56202334,0.6868179,0.8785115,-0.18970609
2.5765028,1.6378958,0.5652571,0.22685306,0.72450745,0.7449057,0.84965646,-0.4581355,-0.050088488
2.242051,1.3820016,1.4363708,0.30442914,1.314338,0.19855598,0.6593143,-0.3333922,-0.09553159
1.972221,1.687784,1.6672323,0.24349757,-0.8061041,0.74669176,0.9099704,-0.55019563,-0.37778163
-1.6425468,0.14718354,-2.6193368,-1.1551268,-0.18805291,-0.5313559,-1.3028634,1.2828948,-0.12374463
2.3315387,1.403279,0.5552859,0.32638597,0.7458457,0.73576856,0.61829484,1.1067303,-0.06676986
2.2319496,1.4688627,1.3919746,0.36097345,-0.57978666,0.7215988,0.84636986,0.84199625,-0.36006576
2.4925995,1.6113436,0.45258746,0.22280161,1.5171959,0.6118491,-0.20126815,-0.44325304,-0.050088488
2.342487,1.4298915,0.5708197,0.32297063,1.225111,0.6467245,0.018398605,1.000263,-0.06676986
2.01721,1.2920765,1.4260949,0.3477083,1.3109761,0.5738366,-0.06263511,0.83627576,-0.0730199
2.0241895,1.3405093,0.87562245,0.9094696,1.555274,0.61153233,0.0067309514,0.9086173,-0.18970609
2.7541842,2.048022,-1.8733633,0.38776785,-0.09034539,0.02546613,0.93534684,-0.4526059,-0.075774945
2.148214,1.3818619,1.5752194,0.26391256,1.3078505,0.53857225,0.62418413,-0.49456555,-0.29949915
-2.5477202,0.37625274,3.498214,0.25816184,-0.9700407,0.11306725,1.4838687,-0.24873729,0.35938698
2.6583405,1.6554612,-1.8008171,0.49934885,-0.69314706,0.75549436,-0.5790569,1.0100803,0.1929948
1.4778155,1.2776164,1.830495,0.27710503,1.5432993,0.40348107,-0.32804912,0.71028405,0.17165412
2.500783,1.5686214,0.5559489,0.2531503,1.3015264,0.6051326,-0.20126815,-0.44880718,0.16048865
2.1528068,1.4176137,1.5430233,0.28946328,1.1750826,0.55944127,0.6251663,-0.47387767,-0.065356426
2.6170394,1.732167,1.7807629,0.23484997,-0.67819023,0.4030838,0.7328944,-0.29499817,0.3192945
2.2628481,1.4201758,0.89280856,0.22621696,1.480034,0.37477258,0.7218845,-0.35069305,-0.050088488
2.0568078,1.8422811,1.7231224,0.2464112,-0.9714728,0.88333136,0.38166472,-0.5089406,-0.2807756
2.3424742,1.4642298,0.48192573,0.2660537,1.3987523,0.56854385,0.7092496,-0.6886663,-0.050088488
2.3387265,1.4354188,1.6214905,0.30355752,0.4974017,0.61446226,0.77423227,-0.49810606,0.16048865
-1.1098835,-1.4251865,1.0125821,1.1666104,-0.9388579,0.44904467,1.6816477,2.2050014,0.3591814
2.1721332,1.3589892,1.4241054,0.90914834,1.1610296,0.56380135,0.6395979,-0.005015932,-0.050088488
2.3136818,1.2910529,0.77995396,0.3610268,0.86885834,0.70711666,-0.4745946,0.8766218,-0.06676986
2.8144293,1.892267,-2.1403422,0.37527862,1.0306344,0.2389541,0.74117327,-0.47965038,0.08547378
-5.143596,-1.6020297,-3.0063484,0.032443393,0.20896384,-0.08831117,1.1924822,-0.8592078,0.07076812
-1.9376608,2.421895,-0.13801484,0.48331842,1.965998,0.7310189,-0.42936456,0.99897087,0.031410933
2.0308752,1.2969147,1.4440153,0.33178723,0.50522673,0.67394143,0.7622694,0.8889341,0.16332017
2.3584204,1.6349894,0.84143925,0.3339241,-0.6724513,0.6999039,0.7485056,1.0757565,0.31953442
2.4292111,1.682943,1.6666516,0.32088482,-0.85074574,0.40464586,-0.24761058,0.91839594,-0.45862132
2.3453424,1.468426,1.6430054,0.89120936,0.71766996,0.7846331,-0.13431825,-0.47810745,-0.065356426
2.3162875,1.3881097,1.5841396,0.83515286,1.0860473,0.5655426,0.63429725,-0.2644999,-0.050088488
2.2090766,0.3513085,1.7736835,-0.6946073,-0.98402596,0.7967199,1.0034338,-0.4040891,-0.39018327
1.9675617,1.5277061,0.99196863,0.2683551,1.2776765,0.48813993,0.7395778,-0.4285857,0.16776173
2.961141,0.34374347,0.8320074,0.18671449,0.8898873,0.4739467,1.008527,-0.5170679,-0.284647
2.2675154,1.373146,1.548851,0.32515675,0.7727731,0.57138383,0.6794021,-0.39354604,0.16048865
2.0394938,1.2963616,1.3370738,0.32895344,1.0659953,0.55402374,0.66013205,0.85771066,-0.06676986
2.2466543,1.3589307,0.92801285,0.68132097,1.0936805,0.649201,0.838294,0.8216714,-0.06676986
2.186645,0.20197603,1.7843587,0.3161447,1.3650675,0.50694317,0.72926104,0.99046844,-0.074709766
2.3414295,0.18634126,1.4822855,-0.8669702,1.7795923,0.47632635,0.47694448,-0.2313305,0.16600768
-4.125353,-1.90751,-0.067935914,-0.87958807,-1.5222899,-0.55780077,-1.0576761,-0.51177186,0.32837367
1.9877018,1.2900723,1.4776105,0.33178723,0.8529743,0.5429471,0.66013205,0.84717566,0.16438107
1.9481233,1.3060087,0.93434685,0.32858366,1.1094775,0.57471913,0.80638695,0.9228949,0.16332017
2.4255438,1.3782641,0.25257602,0.32638597,1.0294868,0.61584437,0.8811209,1.0380918,0.002391979
2.4274476,1.7242169,1.5812528,0.29475868,-0.7349059,0.73331577,0.8413851,-0.50595057,-0.35036904
2.5324144,1.495295,0.91152775,0.2888252,0.854112,0.8619928,-0.21809064,-0.4403237,-0.050088488
-2.5918815,1.9210149,2.0960262,0.2991555,0.87717265,0.6624198,0.82367694,1.2560902,-0.08205227
2.1436148,1.355341,1.4761174,0.31697822,1.1710206,0.56380135,0.6395979,-0.37775153,-0.065356426
2.097711,1.3331727,1.6842456,0.32918984,0.75139284,0.7584953,-0.59748656,0.8465931,-0.0730199
2.8239057,1.9600239,-2.1412685,0.45916727,1.0086435,-0.04305762,0.79274154,-0.43986,0.070607275
2.3424442,1.5415124,1.3040862,0.3310128,-0.81329304,0.73290336,0.5329157,0.9286875,-0.22719288
-5.2041793,-1.6097919,-2.609458,-0.23142862,-1.011624,0.28090757,1.3330412,-0.87158805,0.21774472
2.4656298,1.5500407,0.9721597,0.27153152,1.2600335,0.18686497,0.5007446,-0.4414395,0.16048865
0.70980597,1.389946,1.7102754,0.42561182,1.4049982,-0.77069867,0.7341057,0.87679666,0.1794005
2.0437858,1.3063359,1.502667,0.88927996,1.308861,0.5540089,0.6386157,-0.3179254,-0.09293998
2.3654401,1.6592245,1.7634845,0.28499603,-0.49049643,0.63776463,0.81028116,-0.5898653,0.30869842
-5.074906,-1.607494,-2.4489849,-0.78367275,0.12629785,0.27087885,-0.16853243,-0.6905423,-0.07676611
0.031547926,1.4842873,1.0663625,0.19902034,2.6710634,-0.6670234,-0.38648152,0.8401745,-0.116483204
2.0764387,1.2667707,1.405857,0.3564684,0.9859638,0.51195824,0.68979704,0.87136,-0.09163917
0.22790119,1.5272094,1.7414738,0.5890933,1.738148,0.17964774,0.7833328,0.82001024,0.17833963
2.3856921,0.19357803,1.3084002,0.3142991,1.8894575,0.46395078,0.6945516,-0.4571116,-0.058028392
1.7846624,1.5705041,-1.7734302,1.0808936,1.472296,-0.65846604,0.8439592,1.0340639,0.045009304
2.104526,0.07192391,1.8525054,0.3757803,1.335322,0.42466033,0.66752195,0.697238,0.17395173
2.557438,0.3194404,1.1364255,0.6081084,1.604623,0.45172513,0.7744473,-0.6846786,0.16667865
2.0084457,1.2905749,1.3273352,0.3236087,1.1459606,0.5481,0.6506418,0.8450777,-0.06676986
-2.5865607,2.0116334,2.3125732,0.23161106,1.6512325,0.4952334,0.5810592,0.040720277,-0.29288864
-4.902817,-1.6508484,-2.3205078,-0.8741542,-1.3279053,-0.44758406,-0.41394395,-0.63345504,-0.42806023
2.2884445,1.6644973,1.4873302,0.32636362,-0.7046915,0.7853401,-0.12195138,0.9255474,0.024503801
2.1466897,1.4176137,1.536906,0.28946328,1.1775981,0.55944127,0.6251663,-0.46415848,-0.065356426
1.7501372,1.2978245,1.6643696,0.40480575,1.3106287,-0.7025919,-0.49552554,0.7956082,0.17106655
2.3490403,-0.084630035,1.5183915,0.3045128,-0.89657515,0.7258745,1.0242696,1.0879338,-0.5000259
1.9818246,1.3122979,0.83424747,0.32574987,1.3235847,0.58579576,0.80638695,0.9089362,-0.06676986
2.0645764,1.3032039,1.3439159,0.32895344,0.7193339,0.68501806,0.7622694,0.8749754,-0.06676986
2.1563582,1.4922119,1.4651453,0.33649158,-0.59421617,0.7061621,0.84636986,0.87002176,0.32059532
2.2345827,1.5250083,1.3080032,0.3310128,-0.6978325,0.7172387,0.84636986,0.88055664,-0.22719288
2.049478,1.3053433,1.4828237,0.24457985,1.0908266,0.6383606,0.5692769,0.7978254,-0.0730199
-1.8372276,1.0681213,0.19950134,0.34013927,2.6797056,0.17541999,-0.016895972,1.6324863,0.13867907
-0.72940147,1.7274597,2.4560077,0.5396913,1.6704905,0.14419469,0.6031474,-0.4212026,0.18714885
-2.0343862,3.0921352,-2.5921972,0.90886366,2.2066183,-0.3955505,-0.09556798,-0.51322293,0.07851451
2.4512532,1.5341842,1.369509,0.22685306,1.052932,0.6070514,0.636322,-0.34235454,-0.050088488
2.1221719,1.330326,1.4548144,-0.8121388,0.9721394,0.65586376,0.5668967,0.7581404,-0.06873048
2.2047148,1.473528,1.5379994,0.57948756,-0.46014512,0.75134104,0.84636986,0.85971457,0.32850492
2.1454384,1.3331727,1.4871814,0.3255381,0.7514982,0.76419604,-0.1721582,0.9111294,-0.06676986
2.326247,1.5252485,0.9665433,0.24060126,1.6651863,0.17948845,-0.20957522,-0.40278214,0.16048865
2.7127182,1.8987546,-2.0717664,0.37527862,0.98575646,0.55147856,0.68989563,-0.45428056,0.08547378
2.4002633,0.04314323,2.33411,0.5556936,1.6164633,0.58493924,-0.19279014,-0.48765898,0.16927026
2.0540318,1.3032039,1.3770424,0.32895344,0.7199498,0.68501806,0.7622694,0.85802776,-0.0730199
2.5190823,1.7412391,1.5368364,0.22937118,-0.7178845,0.7243974,0.82955503,-0.32165134,-0.21051148
-1.8261851,2.8838823,2.8598375,-0.002521485,-1.1205031,0.5394534,-0.27804983,-0.38609445,-0.25666177
1.8693966,1.3077894,1.6491357,0.34976462,1.4703246,0.5583491,-0.7179335,0.6920107,-0.0730199
1.9268627,1.3071657,1.6094246,0.3257668,1.3205456,0.56377584,-0.49841756,0.7777404,-0.06676986
2.7420423,1.7663512,0.86352044,0.64031535,-0.60634524,0.89596957,-0.36632597,-0.57587147,-0.24266613
2.2505713,0.15387484,2.1794715,0.08164434,1.7455432,0.27777648,0.65064406,-0.44661117,-0.20680255
2.1341918,1.3475236,1.4070474,0.3255381,1.1137073,0.5929035,-0.06470207,0.8790836,-0.06676986
2.5984585,1.5901892,0.8961115,0.8075288,1.2944392,0.3989332,0.42767224,-0.442357,-0.050088488
2.2713196,1.4417081,1.6463413,0.2692573,0.99370074,0.56918204,0.6531403,-0.5559301,-0.065356426
2.3401337,1.3982067,1.0346756,0.894891,0.8047245,0.65100145,0.83831203,-0.2688586,0.16048865
2.4459147,1.3782641,0.31482908,0.32638597,1.0277954,0.54010046,0.8889867,1.0639368,-0.03650766
2.4759936,0.32618406,2.0847127,-0.7804299,1.5493878,0.66112596,-0.43830967,-0.33446395,-0.09918211
2.6120296,0.115483075,0.7161891,1.0401249,-0.9382309,0.81826997,1.2897716,1.2422862,-0.26859748
2.263538,1.4417081,1.5894365,0.2692573,0.7092213,0.7010951,0.763754,-0.47920525,-0.09293998
-5.31796,-1.5884469,-2.6293213,0.2565904,-1.4223124,-0.37402037,-0.6817754,-0.77005786,0.2254911
2.024566,1.3154649,0.7638819,0.33095402,1.48714,0.59579086,-0.9307893,0.83068067,-0.06676986
2.3531723,-0.084630035,1.4388298,0.3045128,-0.8965724,0.7369511,1.0242696,1.0984688,-0.26859748
2.7338362,-1.0083368,0.6826879,0.4626573,0.9038003,0.7131846,0.9371313,1.2307597,-0.18970609
2.064627,1.3314933,1.5082599,0.35770676,0.49672788,0.67447877,0.7729217,0.7266882,0.16438107
2.2098432,1.4158683,1.5023072,0.29480803,0.9896388,0.5781004,0.6794021,-0.3812484,-0.065356426
2.311864,1.4956403,1.7022414,0.83207095,0.83793265,0.55446595,0.62448454,-0.34239256,0.16048865
1.9483962,1.2739841,1.3464957,0.3236087,1.2590668,0.5403016,0.6442671,0.8098747,-0.0730199
-2.7424695,0.49462512,2.4275854,0.1231545,2.9207778,0.32622927,-0.18654688,0.9560184,-0.10904858
2.0060372,0.18279725,1.6159618,0.347523,1.5280045,0.5875119,0.6842482,0.9521485,-0.080959804
2.248015,1.5828247,1.8262243,0.7977997,1.2179883,0.57358176,-0.7119507,-0.31607974,-0.26818562
2.4695933,1.7412391,1.5936539,0.22937118,-0.7166886,0.7243974,0.82955503,-0.3149079,-0.22577941
2.1432683,1.3509327,0.9406823,0.013524238,0.76567864,0.8170149,0.9281262,0.92365223,-0.09270007
1.9818246,1.3122979,0.83424747,0.32574987,1.3235847,0.58579576,0.80638695,0.9089362,-0.06676986
2.0540318,1.3032039,1.3770424,0.32895344,0.7199498,0.68501806,0.7622694,0.85802776,-0.0730199
-4.767524,-0.4913188,-2.547273,0.43990272,-1.430905,-0.5254559,-0.6644878,1.2984418,-0.12375542
